school,name,period,sport_code,coachid,sport
Kennesaw State University,"Eggerth, Andy",Oct 2010 - Oct 2018,MTO,25408,"Men's Track, Outdoor"
Kennesaw State University,"Eggerth, Andy",Oct 2010 - Oct 2018,WTO,25410,"Women's Track, Outdoor"
Kennesaw State University,"Eggerth, Andy",Oct 2010 - Oct 2018,WTI,25409,"Women's Track, Indoor"
"University of Minnesota, Twin Cities","Eggum, Brandon",Oct 2016 -,MWR,45340,Men's Wrestling
Monmouth University,"Ehehalt, Dean",Aug 1993 -,MBA,22273,Baseball
University of Toledo,"Ehlen, Mark",Aug 2003 - Apr 2008,WBB,8074,Women's Basketball
U.S. Air Force Academy,"Ehrlich, Jeff",Aug 1999 - Jul 2010,MWP,4593,Men's Water Polo
Weber State University,"Ehrlin, Jonas",Sep 2006 - Jul 2015,WTE,928,Women's Tennis
University of Alabama at Birmingham,"Ehsan, Robert",May 2016 -,MBB,43282,Men's Basketball
University of Dayton,"Eickemeyer, Jody",Oct 1995 - Jun 2007,WSB,6130,Softball
University of Missouri-Kansas City,"Eikenberg, Dana",Jun 2000 - May 2004,WBB,22274,Women's Basketball
Southern Illinois University at Carbondale,"Eikenberg, Dana",May 2004 - May 2009,WBB,22275,Women's Basketball
Brown University,"Eisenreich, Michelle",Apr 2010 - Nov 2012,WTO,23063,"Women's Track, Outdoor"
Brown University,"Eisenreich, Michelle",Apr 2010 - Oct 2010,MCC,23062,Men's Cross Country
Brown University,"Eisenreich, Michelle",Apr 2010 - Nov 2012,MTO,23064,"Men's Track, Outdoor"
Brown University,"Eisenreich, Michelle",Apr 2010 - Sep 2012,WTI,23065,"Women's Track, Indoor"
Brown University,"Eisenreich, Michelle",Apr 2010 - Sep 2011,WCC,23067,Women's Cross Country
Brown University,"Eisenreich, Michelle",Apr 2010 - Nov 2012,MTI,23066,"Men's Track, Indoor"
Princeton University,"Eisenreich, Michelle",Aug 2016 -,WTO,43892,"Women's Track, Outdoor"
Princeton University,"Eisenreich, Michelle",Aug 2016 -,WTI,43893,"Women's Track, Indoor"
Princeton University,"Eisenreich, Michelle",Aug 2016 -,WCC,43894,Women's Cross Country
St. Francis College Brooklyn,"Eisenzopf, Laura",Aug 2005 - Aug 2007,WVB,6950,Women's Volleyball
Western Kentucky University,"Eison, Chuck",Aug 2003 - Jan 2009,WGO,5320,Women's Golf
University of Pennsylvania,"Eiter, Rob",Nov 2008 - Jun 2014,MWR,8481,Men's Wrestling
Loyola University Chicago,"Eitz, Brendan",Feb 2005 - Jan 2013,MSO,2077,Men's Soccer
Loyola University Chicago,"Eitz, Brendan",Aug 2003 - May 2005,WSO,3207,Women's Soccer
Florida International University,"Eketebi, Munga",Aug 2007 - Jun 2012,MSO,9402,Men's Soccer
The University of Southern Mississippi,"El-Zare, Mohammed",Feb 2013 -,WSO,32367,Women's Soccer
Mercer University,"Elder, Damian",Feb 2012 - Feb 2018,WVB,30989,Women's Volleyball
Mercer University,"Elder, Damian",Feb 2012 - Feb 2018,WSV,30988,Women's Beach Volleyball
Eastern Kentucky University,"Elder, Mark",Jan 2016 -,MFB,42382,Football
Appalachian State University,"Elderkin, Angel",Nov 2014 -,WBB,39112,Women's Basketball
"California State University, Fullerton","Elders, John",Aug 2003 -,MCC,4137,Men's Cross Country
"California State University, Fullerton","Elders, John",Aug 1988 -,WTO,3095,"Women's Track, Outdoor"
"California State University, Fullerton","Elders, John",Aug 2003 -,MTO,6969,"Men's Track, Outdoor"
"California State University, Fullerton","Elders, John",Aug 2003 -,WCC,3815,Women's Cross Country
"California State University, Fullerton","Elders, John",Aug 1988 -,WTI,6306,"Women's Track, Indoor"
Southern Utah University,"Eldredge, David",Aug 2004 -,MBA,5087,Baseball
Duquesne University,"Eldridge, Kim",Jun 1996 - Jul 2005,WLA,4518,Women's Lacrosse
Xavier University,"Elfers, Tom",Sep 2005 - Aug 2015,WGO,8559,Women's Golf
"University of Nevada, Reno","Elias, Kirk",Aug 2004 -,WCC,8855,Women's Cross Country
University of Arkansas at Little Rock,"Elias, Kirk",Aug 1998 - Jan 2005,WTO,5988,"Women's Track, Outdoor"
University of Arkansas at Little Rock,"Elias, Kirk",Aug 2003 - Jan 2005,MTO,25695,"Men's Track, Outdoor"
University of Arkansas at Little Rock,"Elias, Kirk",Aug 2003 - Jan 2005,WCC,2472,Women's Cross Country
University of Arkansas at Little Rock,"Elias, Kirk",Aug 2003 - Aug 2004,MTI,5655,"Men's Track, Indoor"
University of Arkansas at Little Rock,"Elias, Kirk",Aug 1998 - Jan 2005,WTI,7308,"Women's Track, Indoor"
University of Arkansas at Little Rock,"Elias, Kirk",Aug 2003 - Aug 2004,MCC,2462,Men's Cross Country
"University of California, Davis","Elizondo, Devin",Aug 2014 - Oct 2017,MCC,36277,Men's Cross Country
"University of California, Davis","Elizondo, Devin",Aug 2014 - Oct 2017,WCC,36278,Women's Cross Country
Murray State University,"Elkin, Olga",Sep 2012 - Jun 2014,WTE,30932,Women's Tennis
Bowling Green State University,"Elkin, Olga",Sep 2014 - Jun 2016,WTE,40943,Women's Tennis
"University of South Carolina, Columbia","Elkins, Arlo",Sep 1983 - Mar 2012,WTE,4402,Women's Tennis
Bethune-Cookman University,"Ellenwood, Garfield",Oct 2006 - Sep 2009,WTI,9018,"Women's Track, Indoor"
Bethune-Cookman University,"Ellenwood, Garfield",Aug 2005 - Sep 2009,MCC,8118,Men's Cross Country
Bethune-Cookman University,"Ellenwood, Garfield",Oct 2006 - Sep 2009,WTO,8273,"Women's Track, Outdoor"
Bethune-Cookman University,"Ellenwood, Garfield",Aug 2005 - Sep 2009,MTO,5300,"Men's Track, Outdoor"
Bethune-Cookman University,"Ellenwood, Garfield",Aug 2005 - Sep 2009,WCC,8737,Women's Cross Country
Bethune-Cookman University,"Ellenwood, Garfield",Aug 2005 - Sep 2009,MTI,2605,"Men's Track, Indoor"
U.S. Military Academy,"Ellerson, Rich",Feb 2009 - Jan 2014,MFB,22277,Football
California Polytechnic State University,"Ellerson, Rich",Jan 2001 - Feb 2009,MFB,22276,Football
James Madison University,"Elliot, Chris",Aug 2003 - Aug 2004,MWR,2267,Men's Wrestling
"University of Colorado, Boulder","Elliott, Ann",Jul 2012 -,WLA,32630,Women's Lacrosse
Portland State University,"Elliott, Charity",Aug 2003 - Jul 2007,WBB,1347,Women's Basketball
Loyola Marymount University,"Elliott, Charity",May 2012 -,WBB,32542,Women's Basketball
Gardner-Webb University,"Elliott, Daniel",Aug 2012 -,MWR,30779,Men's Wrestling
University of Utah,"Elliott, Elaine",Aug 2003 - May 2011,WBB,22278,Women's Basketball
Siena College,"Elliott, Gareth",Mar 2008 - Feb 2013,MSO,326,Men's Soccer
University of Rhode Island,"Elliott, Gareth",Sep 2013 -,MSO,34687,Men's Soccer
University of Cincinnati,"Elliott, Jamelle",Jun 2009 - Apr 2018,WBB,21855,Women's Basketball
University of Texas at Austin,"Elliott, Jerritt",May 2001 -,WVB,7495,Women's Volleyball
Hofstra University,"Elliott, Joseph",Aug 2008 -,MGO,7003,Men's Golf
Clemson University,"Elliott, Mark",Aug 2013 -,MTI,34552,"Men's Track, Indoor"
Clemson University,"Elliott, Mark",Aug 2013 -,MCC,34548,Men's Cross Country
Clemson University,"Elliott, Mark",Aug 2013 -,MTO,34550,"Men's Track, Outdoor"
Southeast Missouri State University,"Elliott, Mark",Dec 2006 - Jun 2012,WTE,5915,Women's Tennis
Clemson University,"Elliott, Mark",Aug 2013 -,WTI,34553,"Women's Track, Indoor"
Clemson University,"Elliott, Mark",Aug 2013 -,WTO,34551,"Women's Track, Outdoor"
Clemson University,"Elliott, Mark",Aug 2013 -,WCC,34549,Women's Cross Country
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,MTI,29501,"Men's Track, Indoor"
Murray State University,"Elliott, Norbert",Aug 2003 - Aug 2004,MCC,5848,Men's Cross Country
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,MCC,29508,Men's Cross Country
Murray State University,"Elliott, Norbert",Aug 2002 - Sep 2004,WTO,6835,"Women's Track, Outdoor"
Murray State University,"Elliott, Norbert",Aug 2003 - Aug 2004,WCC,1967,Women's Cross Country
Murray State University,"Elliott, Norbert",Aug 2003 - Aug 2004,MTO,9868,"Men's Track, Outdoor"
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,WTO,32043,"Women's Track, Outdoor"
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,WCC,32041,Women's Cross Country
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,WTI,32042,"Women's Track, Indoor"
Murray State University,"Elliott, Norbert",Aug 2003 - Aug 2004,MTI,4496,"Men's Track, Indoor"
Campbell University,"Elliott, Norbert",Nov 2011 - Sep 2012,MTO,29503,"Men's Track, Outdoor"
Murray State University,"Elliott, Norbert",Aug 2002 - Sep 2004,WTI,10005,"Women's Track, Indoor"
Georgia State University,"Elliott, Shawn",Jan 2017 -,MFB,45679,Football
"University of South Carolina, Columbia","Elliott, Shawn",Nov 2015 - Jan 2016,MFB,42124,Football
Coastal Carolina University,"Ellis, Cliff",Aug 2007 -,MBB,19128,Men's Basketball
Auburn University,"Ellis, Cliff",May 1994 - Apr 2004,MBB,3473,Men's Basketball
Rice University,"Ellis, Dick",Jul 2003 - Jun 2005,MGO,4139,Men's Golf
"University of California, Los Angeles","Ellis, Jillian",Aug 1999 - Feb 2011,WSO,2647,Women's Soccer
Butler University,"Ellis, Nicole",Aug 2003 - Aug 2004,MSW,2120,Men's Swimming and Diving
Butler University,"Ellis, Nicole",Aug 2002 - Oct 2004,WSW,5593,Women's Swimming and Diving
Seattle University,"Ellis, Shannon",Aug 2004 - Jan 2013,WVB,9768,Women's Volleyball
College of William & Mary,"Ellis, Tess",Oct 2013 -,WFH,34945,Field Hockey
Delaware State University,"Ellison, Ricki",Mar 2010 - Aug 2012,WBW,22840,Women's Bowling
Elon University,"Elliston, Mark",Sep 2006 -,WTI,5003,"Women's Track, Indoor"
Elon University,"Elliston, Mark",Sep 2006 -,WTO,3836,"Women's Track, Outdoor"
Missouri State University,"Elly, Doug",Aug 2005 - Aug 2006,MTE,7065,Men's Tennis
Troy University,"Elsisi, Rawia",Sep 2013 -,WTE,36801,Women's Tennis
Western Kentucky University,"Elson, David",Apr 2003 - Dec 2009,MFB,6417,Football
Sacred Heart University,"Emanuelson, C.J.",Aug 2004 - Aug 2007,MVB,5748,Men's Volleyball
University of Akron,"Embick, Jared",Feb 2013 -,MSO,34925,Men's Soccer
"University of Colorado, Boulder","Embree, Jon",Jan 2011 - Jan 2013,MFB,26997,Football
Miami University (Ohio),"Emery, David",Sep 2009 - Nov 2009,WTE,29040,Women's Tennis
University of Kentucky,"Emery, Dennis",Aug 2003 - Aug 2012,MTE,4565,Men's Tennis
Rice University,"Emil, Justin",Jul 2011 -,MGO,27311,Men's Golf
U.S. Military Academy,"Emmer, Jack",Aug 1984 - Jul 2005,MLA,155,Men's Lacrosse
Brown University,"Enabenter-Omiidiji, DeeDee",Oct 2006 - Jul 2012,WSB,8880,Softball
Boston College,"Endres, Peter",Oct 2005 - Oct 2007,WSK,5875,Women's Skiing
Boston College,"Endres, Peter",Oct 2005 - Oct 2007,MSK,2511,Men's Skiing
Florida Gulf Coast University,"Enfield, Andy",Apr 2011 - Feb 2013,MBB,26419,Men's Basketball
University of Southern California,"Enfield, Andy",May 2013 -,MBB,33669,Men's Basketball
South Dakota State University,"Engdahl, Michael",Aug 2011 - Aug 2016,WTE,27168,Women's Tennis
South Dakota State University,"Engdahl, Michael",Aug 2011 - Aug 2016,MTE,27169,Men's Tennis
Elon University,"Engel, Christine",Aug 2008 - Sep 2014,WCC,6705,Women's Cross Country
Elon University,"Engel, Christine",Aug 2008 - Sep 2014,MCC,7183,Men's Cross Country
Duke University,"Engel, Christine",Sep 2014 - Jul 2016,WCC,45514,Women's Cross Country
Oakland University,"Engel, Mark",Nov 2014 - Jun 2016,MGO,40719,Men's Golf
University of Detroit Mercy,"Engel, Mark",Nov 1996 - Aug 2014,MGO,22279,Men's Golf
The University of Southern Mississippi,"Engineer, Zubin",Dec 2013 -,MTE,37906,Men's Tennis
Georgia State University,"England, Christopher",Apr 2010 - Sep 2014,MCC,25547,Men's Cross Country
Georgia State University,"England, Christopher",Dec 2011 -,WTO,31098,"Women's Track, Outdoor"
Murray State University,"England, Christopher",Feb 2009 - Mar 2010,MCC,19163,Men's Cross Country
Murray State University,"England, Christopher",Feb 2009 - Mar 2010,WCC,19168,Women's Cross Country
Georgia State University,"England, Christopher",Apr 2010 -,WCC,25546,Women's Cross Country
Georgia State University,"England, Christopher",Dec 2011 -,WTI,31099,"Women's Track, Indoor"
Georgia State University,"England, Christopher",Dec 2011 - Sep 2014,MTO,31101,"Men's Track, Outdoor"
Saint Peter's University,"England, Derek",Aug 2003 - Jul 2012,MBA,7944,Baseball
University of Akron,"Engle, Marling 'Newt'",Sep 1978 -,XRI,20597,Mixed Rifle
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,MTI,9905,"Men's Track, Indoor"
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,MTO,4600,"Men's Track, Outdoor"
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,WTI,6210,"Women's Track, Indoor"
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,WCC,19957,Women's Cross Country
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,WTO,2762,"Women's Track, Outdoor"
U.S. Military Academy,"Engle, Troy",Nov 2008 - Aug 2014,MCC,668,Men's Cross Country
New Jersey Institute of Technology,"Engles, Jim",May 2008 - Apr 2016,MBB,7255,Men's Basketball
Columbia University-Barnard College,"Engles, Jim",May 2016 -,MBB,42833,Men's Basketball
Eastern Michigan University,"English, Ron",Jan 2009 - Dec 2013,MFB,2843,Football
Nicholls State University,"Engstrom, M.J.",Aug 2003 - Apr 2005,WVB,1977,Women's Volleyball
University at Albany,"Engstrom, MJ",Aug 2009 -,WVB,4545,Women's Volleyball
Southern Methodist University,"Enloe, Jason",Sep 2014 -,MGO,41109,Men's Golf
Central Michigan University,"Enos, Dan",Feb 2010 - Jan 2015,MFB,22860,Football
"University of California, Los Angeles","Enquist, Sue",Aug 1989 - Jan 2007,WSB,4665,Softball
Bowling Green State University,"Ense, Matt",Aug 2015 - Sep 2018,WSW,40941,Women's Swimming and Diving
"University of South Carolina, Columbia","Epley, Kevin",Jul 2012 -,WTE,30906,Women's Tennis
College of William & Mary,"Epley, Kevin",Aug 2003 - Jul 2008,WTE,3158,Women's Tennis
University of Evansville,"Epps, Oties",Jun 2011 - Mar 2016,WBB,26740,Women's Basketball
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,WTI,34778,"Women's Track, Indoor"
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,MTO,34777,"Men's Track, Outdoor"
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,MCC,34781,Men's Cross Country
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,WCC,34773,Women's Cross Country
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,MTI,34779,"Men's Track, Indoor"
University of New Orleans,"Erb, Michael",Oct 2013 - Sep 2014,WTO,34780,"Women's Track, Outdoor"
Michigan State University,"Erbe, Chuck",Mar 1993 - Jul 2004,WVB,612,Women's Volleyball
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,WTI,2131,"Women's Track, Indoor"
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,MCC,3240,Men's Cross Country
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,MTI,8945,"Men's Track, Indoor"
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,WTO,7800,"Women's Track, Outdoor"
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,WCC,8059,Women's Cross Country
Eastern Kentucky University,"Erdmann, Rick",Oct 1979 - Aug 2018,MTO,9426,"Men's Track, Outdoor"
University of Texas at El Paso,"Ereng, Paul",Sep 2003 -,MCC,6538,Men's Cross Country
University of Texas at El Paso,"Ereng, Paul",Sep 2003 -,WCC,5554,Women's Cross Country
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,WTO,36917,"Women's Track, Outdoor"
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,MCC,47207,Men's Cross Country
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,MTI,47209,"Men's Track, Indoor"
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,WCC,47208,Women's Cross Country
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,MTI,36914,"Men's Track, Indoor"
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,MTO,36916,"Men's Track, Outdoor"
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,WTI,47210,"Women's Track, Indoor"
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,WTI,36915,"Women's Track, Indoor"
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,WTO,47212,"Women's Track, Outdoor"
Texas A&M University-Corpus Christi,"Ericksen, Brent",Aug 2017 -,MTO,47211,"Men's Track, Outdoor"
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,MCC,36912,Men's Cross Country
Portland State University,"Ericksen, Brent",Sep 2015 - Aug 2017,WCC,36913,Women's Cross Country
South Dakota State University,"Erickson, Brad",Sep 1976 - Aug 2017,MSW,8302,Men's Swimming and Diving
South Dakota State University,"Erickson, Brad",Sep 1976 - Aug 2017,WSW,4411,Women's Swimming and Diving
Creighton University,"Erickson, Bruce",Apr 1999 - Dec 2014,WSO,22281,Women's Soccer
University of Northern Iowa,"Erickson, Bruce",Mar 2017 -,WSO,46007,Women's Soccer
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,MTI,35842,"Men's Track, Indoor"
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,MTO,34633,"Men's Track, Outdoor"
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,WTO,35845,"Women's Track, Outdoor"
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,WTI,35846,"Women's Track, Indoor"
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,WCC,35844,Women's Cross Country
Northeastern University,"Erickson, Cathrine",Sep 2012 - Apr 2018,MCC,35843,Men's Cross Country
University of Idaho,"Erickson, Dennis",Mar 2006 - Jan 2007,MFB,6079,Football
Arizona State University,"Erickson, Dennis",Jan 2007 - Jan 2012,MFB,6867,Football
Portland State University,"Erickson, Tara",Aug 2003 - Jul 2005,WSO,6904,Women's Soccer
University of Oregon,"Erickson, Tara",Aug 2004 - Jan 2013,WSO,6329,Women's Soccer
University of South Florida,"Eriksen, Ken",Aug 2003 -,WSB,22282,Softball
Weber State University,"Erling, Scott",Mar 2016 - Aug 2016,WGO,42769,Women's Golf
Weber State University,"Erling, Scott",Nov 2013 -,MGO,35032,Men's Golf
University of Washington,"Ernst, Bob",Aug 2007 - Dec 2015,WCR,1207,Women's Rowing
Georgetown University,"Ernst, Gordie",Jun 2006 - Aug 2018,WTE,3785,Women's Tennis
Georgetown University,"Ernst, Gordie",Jun 2006 - Aug 2018,MTE,6495,Men's Tennis
Towson University,"Erricker, Roger",Aug 2003 - Aug 2015,WCC,1702,Women's Cross Country
Towson University,"Erricker, Roger",Sep 1987 - Jun 2015,WTO,1956,"Women's Track, Outdoor"
Towson University,"Erricker, Roger",Sep 1987 - Jun 2015,WTI,2139,"Women's Track, Indoor"
Purdue University,"Ersland, Tony",Jul 2014 -,MWR,36746,Men's Wrestling
"University of Nebraska, Lincoln","Erstad, Darin",Jul 2011 -,MBA,26859,Baseball
University of Alabama at Birmingham,"Ertunga, Mert",Aug 2003 - Aug 2008,WTE,2858,Women's Tennis
Drexel University,"Ervin, Miranda",Sep 2012 - Feb 2015,WSB,31139,Softball
University of Central Florida,"Erwin, Brent",Jun 2005 - Feb 2007,MSO,7005,Men's Soccer
Southern Methodist University,"Erwin, Brent",Feb 2007 - May 2012,WSO,9027,Women's Soccer
University of Dayton,"Erwin, Kandice",Jun 2005 - Jun 2007,WTI,9902,"Women's Track, Indoor"
University of Dayton,"Erwin, Kandice",Jun 2005 - Jun 2007,WTO,6896,"Women's Track, Outdoor"
University of Alabama at Birmingham,"Esche, Matt",Sep 2015 -,WCC,42703,Women's Cross Country
Chicago State University,"Eskew, Robert",Aug 2010 - Jan 2013,WVB,25883,Women's Volleyball
University of Tennessee at Chattanooga,"Eslinger, Heath",Aug 2009 - Aug 2018,MWR,22113,Men's Wrestling
